Voyage ID,Vessel name,Voyage ship place where vessel registered ,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Total embarked,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Percent men,Percent women,Percent children,Mortality rate,Captain's name,Resistance label
29064,NS del Buen Viaje,,Lisbon,Sao Tome,Cartagena,,1599,140,,,,,"Domínguez, Sebastián",
29065,S Pedro,,Lisbon,"West Central Africa and St. Helena, port unspecified",Cartagena,,1599,179,,,,,"Muñoz, Antonio",
29066,NS del Rosario,Seville,Lisbon,Cape Verde Islands,Cartagena,,1599,204,,,,,"Duarte, Fernán<br/> Arze, Hernando del",
29067,S Jacinto,Seville,,Cape Verde Islands,Cartagena,,1599,167,,,,,"Alfonso, Esteban",
29068,NS de la Candelaria,Seville,San Lucar,Portuguese Guinea,Cartagena,,1599,311,,,,,"Valenciano, Pedro",
29069,NS de la Esperanza,Seville,San Lucar,Portuguese Guinea,Cartagena,,1599,228,,,,,"Piñero, Cristóbal",
29070,Espírito Santo,Seville,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1599,189,,,,,"Fernández, Tomé",
29071,S Miguel el Angel,Seville,Lisbon,"West Central Africa and St. Helena, port unspecified",Cartagena,,1599,250,,,,,"Acuña, Francisco de",
29072,NS del Socorro,,,Portuguese Guinea,Cartagena,,1599,97,,,,,"Díaz, Manoel",
29073,S Juan Bautista,Seville,San Lucar,"West Central Africa and St. Helena, port unspecified",Cartagena,,1599,186,,,,,"Díaz Lobo, Próspero",
29074,S Antônio,,,"Africa., port unspecified",Cartagena,,1599,201,,,,,"López, Duarte",
29075,NS de la Concepción,Seville,San Lucar,Cape Verde Islands,Cartagena,,1599,158,,,,,"Rafael, Antonio",
29076,Ángel de la Guardia,,,Portuguese Guinea,Cartagena,,1599,159,,,,,"Alonso, Rodrigo",
29077,S Antônio,Seville,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1599,151,,,,,"Olivera, Luis de",
29078,Santiago,,,Sao Tome,Cartagena,,1599,193,,,,,"Gómez, Duarte",
29079,NS de la Consolación,Seville,San Lucar,"West Central Africa and St. Helena, port unspecified",Cartagena,,1599,326,,,,,"Gallego, Juan",
29080,NS del Rosario,,Lisbon,"West Central Africa and St. Helena, port unspecified","Spanish Circum-Caribbean,unspecified",,1599,226,,,,,"Méndez, García",
29081,S Antônio,Seville,Lisbon,"West Central Africa and St. Helena, port unspecified",Cartagena,,1599,,,,,,"Nuñez de Acosta, Alvaro",
29082,S Antônio,,,Portuguese Guinea,Cartagena,,1599,140,,,,,"Fernández, Gonzalo",
29084,S Antônio,,,Cape Verde Islands,Cartagena,,1600,184,,,,,"González, Luis",
29085,S Simón,Seville,San Lucar,Portuguese Guinea,Cartagena,,1600,168,,,,,"Pereira, Juan",
29086,NS de la Concepción,,Lisbon,Cape Verde Islands,Cartagena,,1600,158,,,,,"Díaz, Antonio",
29087,S Pablo,,,Portuguese Guinea,Cartagena,,1600,208,,,,,"Beltrán, Pedro",
29088,NS del Rosario,Seville,Lisbon,"West Central Africa and St. Helena, port unspecified",Cartagena,,1600,187,,,,,"Vas Reinel, Pedro",
29089,NS del Rosario,,Lisbon,"West Central Africa and St. Helena, port unspecified",Cartagena,,1600,,,,,,"Loroño, Juan de<br/> Fernandez, Luis",
29090,NS de la Luz,,Lisbon,Portuguese Guinea,Cartagena,,1600,173,,,,,"Cuellar, Alvaro",
29091,Santiago,Seville,Lisbon,Cape Verde Islands,Cartagena,,1600,142,,,,,"Méndez, Diego",
29092,NS de la Ayuda,Seville,,Sao Tome,Cartagena,,1600,,,,,,"Hernández, Miguel",
29093,Tres Reyes Magos,Seville,Lisbon,Congo River,Cartagena,,1600,,,,,,"Salinas, Guillermo de",
29094,NS del Rosario (a) NS del Buen Viaje,,"Portugal, port unspecified",Cape Verde Islands,Cartagena,,1600,,,,,,"Díaz, Jorge",
29095,S Juan,,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1600,,,,,,"Martínez Nuñez, Cristóbal",
29097,S Pedro,,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1600,274,,,,,"Gama, Bartolomé de",
29098,Santiago el Mayor,,Lisbon,"Africa., port unspecified",New Spain,,1600,,,,,,"Fernández, Duarte<br/> Montero, Gonzalo",
29099,S Francisco,,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1600,,,,,,"Argomedo, Juan de<br/> Duenas Maçon, Tomas de",
29100,NS del Rosario,Seville,,Portuguese Guinea,Cartagena,,1600,,,,,,"Díaz, Duarte",
29101,NS de la Concepción,,Lisbon,"West Central Africa and St. Helena, port unspecified",Cartagena,,1600,,,,,,"Ortega, Cristóbal de<br/> Ribilla, Juan",
29102,NS del Rosario,,,Portuguese Guinea,Cartagena,,1600,,,,,,"Garcia, Pedro Fernandez",
29103,NS de la Esperanza,Seville,San Lucar,Portuguese Guinea,Cartagena,,1600,,,,,,"Gómez de Herrera, Pedro",
29104,S Juan,,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1600,,,,,,"Nuñez, Andrés",
29105,Santiago,,Lisbon,"West Central Africa and St. Helena, port unspecified",Cartagena,,1600,,,,,,"Jorge, Sebastián",
29106,S Antônio,,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1601,,,,,,"Luís, Andrés<br/> Ortega, Cristóbal de",
29107,Santiago,,,Cape Verde Islands,Cartagena,,1601,,,,,,"Díaz, Andrés<br/> España, Jeronimo de",
29108,S Francisco,,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1601,,,,,,"Alvarez, Domingo",
29109,Santiago,Seville,,Cape Verde Islands,Cartagena,,1601,,,,,,"Rodríguez, Juan",
29110,S Francisco,Seville,San Lucar,Portuguese Guinea,Cartagena,,1601,,,,,,"Gómez, Manoel",
29111,NS del Rosario,,,Portuguese Guinea,Cartagena,,1601,,,,,,"Díaz, Fernán",
29112,Ángel S Gabriel,San Lucar,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1601,,,,,,"Baez, Fernán",
29113,S Antônio,,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1601,,,,,,"Manso, Gaspar",
29114,NS del Rosario (a) NS de Loreto,,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1601,,,,,,"Acosta, Jusepe de",
29115,S Francisco,,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1601,,,,,,"Carvalho, Pascal",
29116,S Juan,,,Portuguese Guinea,Cartagena,,1601,,,,,,"González, Francisco<br/> Fernández, Manoel",
29117,Espíritu Santo,,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1601,,,,,,"Enríquez, Sebastián",
29118,San Pedro y San Pablo,,,"Africa., port unspecified","Spanish Circum-Caribbean,unspecified",,1601,,,,,,"Nuñez Calzado, Juan<br/> Gonzales, Luis",
29119,S Juan Bautista,,,Sao Tome,Cartagena,,1601,,,,,,"Cardine, Domingos",
29120,S Pedro,Seville,,Cape Verde Islands,Cartagena,,1601,,,,,,"Alonso, Esteban",
29121,NS de la Asencion (a) NS de la Concepcion,Seville,San Lucar,"West Central Africa and St. Helena, port unspecified",Cartagena,,1601,,,,,,"Bautista Milanes, Juan",
29122,NS del Rosario,Seville,San Lucar,"West Central Africa and St. Helena, port unspecified",Cartagena,,1601,,,,,,"Alvarez, Manoel",
29123,S Jacinto,Seville,San Lucar,Portuguese Guinea,Cartagena,,1601,,,,,,"Méndez, García",
29124,NS de Luz,,,"West Central Africa and St. Helena, port unspecified",Cartagena,,1601,,,,,,"López, Tomé",
29125,Buen Jesus,,Lisbon,"West Central Africa and St. Helena, port unspecified",Veracruz,,1596,,,,,,"Leonini, Esteban",
29126,S Francisco,Seville,,"Africa., port unspecified",Veracruz,,1597,,,,,,"González, Pedro",
29127,S Pedro,Seville,Lisbon,"West Central Africa and St. Helena, port unspecified",Veracruz,,1598,,,,,,"Acosta, Salvador de",
29128,NS del Rosario,Seville,San Lucar,Portuguese Guinea,Veracruz,,1598,,,,,,"Dávila, Ambrósio",
29129,NS del Loreto,Seville,Lisbon,"West Central Africa and St. Helena, port unspecified",Veracruz,,1598,,,,,,"Enríquez, Luís",
29130,NS de la Concepción,Seville,Lisbon,"West Central Africa and St. Helena, port unspecified",Veracruz,,1598,,,,,,"Juan, Francisco",
29131,NS de Esperanza,Seville,Lisbon,Sao Tome,Veracruz,,1598,,,,,,"Rodríguez, Antonio",
29132,Buen Jesus,Seville,,"West Central Africa and St. Helena, port unspecified",Veracruz,,1599,240,,,,,"Luís, Benito",
29133,S Antônio,Seville,,"Senegambia and offshore Atlantic, port unspecified",Veracruz,,1599,138,,,,,"Miquines, Antonio Fernandez",
29134,S Juan,Seville,Lisbon,"West Central Africa and St. Helena, port unspecified",Veracruz,,1599,177,,,,,"Cadena, Francisco",
29135,Espírito Santo,Seville,,"West Central Africa and St. Helena, port unspecified",Veracruz,,1599,,,,,,"Asibay, Domingo de",
29136,S Constantino,Seville,San Lucar,Portuguese Guinea,Veracruz,,1599,245,,,,,"Carrillo, Manoel",
29137,S Antônio,,San Lucar,"West Central Africa and St. Helena, port unspecified",Veracruz,,1599,156,,,,,"Correa, Luís<br/> Alfonso, Manoel",
29138,NS de la Luz,Seville,San Lucar,"West Central Africa and St. Helena, port unspecified",Cartagena,,1599,180,,,,,"Hace, Melchor de",
29139,S Maria del Buen Viaje,Seville,San Lucar,"West Central Africa and St. Helena, port unspecified",Veracruz,,1600,145,,,,,"Díaz, Jorge",
29140,Espírito Santo,Seville,,"West Central Africa and St. Helena, port unspecified",Veracruz,,1600,122,,,,,"Pérez, Domingos de",
29141,Santiago (a) Santiago el Mayor,Seville,,Cape Verde Islands,Veracruz,,1600,130,,,,,"Pavón, Alfonso",
29142,NS de la Esperanza,,,"West Central Africa and St. Helena, port unspecified",Veracruz,191,1600,154,,,,0.19,"Pérez, Domingo<br/> Espínola, Juan Jácome",
29143,NS del Rosario,,San Lucar,"West Central Africa and St. Helena, port unspecified",Veracruz,,1600,266,,,,,"Cejas, Adrián de",
29144,Santa Veronica de Alicante,Seville,San Lucar,Portuguese Guinea,Veracruz,,1601,,,,,,"Amat, Balthazar<br/> Rodriguez, Melchor",
29145,S Antônio,,,"West Central Africa and St. Helena, port unspecified",Veracruz,,1601,134,,,,,"Moreira, Sebastián González",
29146,S Juan Bautista,,,"West Central Africa and St. Helena, port unspecified",Veracruz,,1601,195,,,,,"Gómez, Juan",
29147,S Rafael,,Lisbon,"Africa., port unspecified",Veracruz,,1601,198,,,,,"González, Antonio",
29148,S Marta,,,"West Central Africa and St. Helena, port unspecified",Veracruz,,1601,259,,,,,"Mate Falcón, Antonio de",
29149,S Juan,,,"West Central Africa and St. Helena, port unspecified",Veracruz,,1601,213,,,,,"Enriques, Manoel",
29150,NS de Nazaré (a) NS de Monserrate,Seville,,"West Central Africa and St. Helena, port unspecified",Veracruz,,1601,243,,,,,"Correa, Gaspar",
29151,NS de Nazaré,Seville,,"West Central Africa and St. Helena, port unspecified","Spanish Circum-Caribbean,unspecified",,1601,222,,,,,"González, Juan",
29156,NS del Rosario,Seville,,"Africa., port unspecified",Margarita,,1599,120,,,,,"Acosta, Manoel de",
29167,NS de la Concepción,Seville,,"West Central Africa and St. Helena, port unspecified",Rio de la Hacha,,1596,119,,,,,"Pérez de Leca, Juan",
29169,S Antonio de Padua,,,"West Central Africa and St. Helena, port unspecified",Caracas,,1599,237,,,,,"Palma, Luis de",
29170,NS de Gracia,,,Luanda,Veracruz,,1604,145,,,,,"Algeciras, Bartolomé de",
29171,NS del Rosario,,Seville,Cape Verde Islands,Veracruz,,1605,253,,,,,"Amate, Baltasar",
29172,S Antônio,,,Cape Verde Islands,Veracruz,,1605,182,,,,,"Moreira, Domingos",
29173,NS del Rosario,,,Luanda,Veracruz,341,1605,269,,,,0.21,"Daza, Melchor",
29174,S Antônio,,,Luanda,Veracruz,,1605,197,,,,,"Pacheco, Antônio",
29175,S Antônio,,,Sao Tome,Veracruz,,1605,177,,,,,"Lima, Bento de",
29176,S Isabel,,,Luanda,Veracruz,,1605,309,,,,,"Tavares, Pedro",
29177,S Antônio,,,Luanda,Veracruz,231,1605,129,,,,0.44,"Barbosa, Pedro",
29178,NS de la Lapa,,,Luanda,Veracruz,200,1606,165,,,,0.17,"Carnero, Juan Vicente",
29179,Santiago,,,Cape Verde Islands,Veracruz,,1607,269,,,,,"Méndez, Diego",
29180,NS de la Piedad,,Seville,Luanda,Veracruz,214,1608,197,,,,0.08,"González, Francisco",
29181,NS del Socorro,,,Luanda,Veracruz,270,1608,239,,,,0.11,"Díaz, Antonio",
29182,S Juan Bautista,,,Luanda,Veracruz,,1608,235,,,,0.03,"Rodrigo, Bartolomé",
29183,S Antonio (a) St Ildefonso,,,"West Central Africa and St. Helena, port unspecified",Veracruz,320,1608,253,,,,0.21,"Casquelas, Fernão Vaz",
29184,S Antônio,,,Luanda,Veracruz,247,1608,218,,,,0.12,"Coello, Domingo",
29185,NS de Nazaré,,,Luanda,Veracruz,,1608,196,,,,,"Carlos, Juan Francisco",
29186,Cinco Llagas,,,Luanda,Veracruz,290,1608,252,,,,0.13,"Solís, Álvaro de",
29187,NS de la Antigua (a) S Nicolás,,,Sao Tome,Veracruz,245,1608,220,,,,0.08,"Andrada, Andrés Lorenzo de",
29188,NS de Nazaré,,,"West Central Africa and St. Helena, port unspecified",Veracruz,300,1608,124,,,,0.59,"Moreira, Andrés",
29189,NS del Rosario (a) S Gonzalo,,,Luanda,Veracruz,280,1609,256,,,,0.09,"Jorge, Mateo<br/> Almeida, Domingo",
29190,NS de la Concepción (a) San Juan Bautista,,,Sao Tome,Veracruz,106,1609,97,,,,0.08,"Rocha, Luís de",
29191,S Pablo y NS de los Placeres,,,Luanda,Veracruz,220,1609,210,,,,0.05,"Correa, Pedro",
29192,NS del Buen Viaje (a) S Jerónimo,,,Luanda,Veracruz,218,1609,192,,,,0.12,"Carnero, Juan Vicente",
29193,Espírito Santo y S Benito,,,Luanda,Veracruz,202,1610,171,,,,0.15,"Sánchez, Manoel",
29194,Santiago,,,Cape Verde Islands,Veracruz,167,1610,141,,,,0.16,"Rodrigues, Manoel",
29195,S Miguel,,,Luanda,Veracruz,288,1610,240,,,,0.17,"Méndez, Manoel",
29196,S Pedro,,,Luanda,Veracruz,307,1610,222,,,,0.28,"Teixeira, Marcos",
29197,S Juan Bautista,,,"West Central Africa and St. Helena, port unspecified",Veracruz,356,1610,286,,,,0.2,"Rodriguez do Rêgo, Sebastién",
29198,S Gonzalo,,,Luanda,Veracruz,180,1610,89,,,,0.51,"Silva de Almeida, Simón de",
29199,S Antônio,,,Luanda,Veracruz,157,1610,154,,,,0.02,"Vilalobos, Augustin de",
29200,S Antônio,,,Luanda,Veracruz,234,1610,174,,,,0.26,"Solorzano, Bartolomé Jorge de",
29201,NS de Nazaré (a) Carabella,,,Luanda,Veracruz,192,1610,180,,,,0.06,"Ribera, Tomé Suarez de",
29203,S Gonzalo y S Buenaventura,,,Luanda,Veracruz,286,1611,208,,,,0.27,"Antúnez, Juan",
29204,S Ildefonso (a) S Diego,,,Luanda,Veracruz,303,1611,169,,,,0.41,"Barrios, Pablo de<br/> Renal, Antonio",
29205,NS de Monserrat,,,Luanda,Veracruz,212,1611,142,,,,0.33,"González, Luis",
29206,NS de Guía,,,Cacheu,Veracruz,200,1611,167,,,,0.17,"Lemos, Pedro Vaz de",
29207,S Luís (a) S Buenaventura,,,"Africa., port unspecified",Veracruz,246,1611,164,,,,0.33,"Magalhães, Domingo de",
29208,S Ildefonso (a) Santiago,,,Cape Verde Islands,Veracruz,164,1611,151,,,,0.07,"Rodríguez Menica, Manoel",
29209,S Cristóbal,,,Sao Tome,Veracruz,166,1611,148,,,,0.07,"Díaz de Brito, Gabriel",
29210,NS del Rosario,,,Luanda,Veracruz,304,1611,195,,,,0.36,"Rodríguez, Duarte",
29211,S Ambrosio (a) NS de la Salvación,,,Sao Tome,Veracruz,152,1611,127,,,,0.16,"Suárez, Manoel",
29212,Vera Cruz (a) S Juan,,,Sao Tome,Veracruz,135,1611,103,,,,0.24,"Rodríguez, Domingo",
29213,NS del Rosario (a) Espirito Santo,,,Luanda,Veracruz,187,1612,53,,,,0.72,"Martínez, Domingo<br/> Vaez, Sebastián",
29215,NS del Rosario (a) NS de la Encarnacion,,,Luanda,Veracruz,250,1612,113,,,,0.55,"Vargas, Francisco de<br/> Cordero, Pedro",
29216,NS Consolación,,,Luanda,Veracruz,224,1612,82,,,,0.63,"Melo, Duarte de",
29217,S Agustín,,,Luanda,Veracruz,160,1612,100,,,,0.38,"Castello Branco, Garcia Méndez de<br/> Pestana, Gabriel",
29218,Buen Jesus y S Ildefonso,,,Luanda,Veracruz,254,1612,149,,,,0.41,"Mateo, Jorge",
29219,NS del Rosario (a) S Gonzalo,,,Luanda,Veracruz,213,1612,128,,,,0.4,"Acosta, Francisco de",
29220,NS del Rosario,,,Sao Tome,Veracruz,171,1612,116,,,,0.32,"Carlos, Juan Francisco",
29221,Buen Jesus y Madalena,,,Luanda,Veracruz,225,1613,205,,,,0.23,"Rodriguez de Acosta, Miguel",
29222,Santiago,,,Luanda,Veracruz,292,1613,183,,,,0.37,"Nuñez, Jerónimo",
29223,S Francisco,,,Luanda,Veracruz,229,1613,165,,,,0.28,"Suárez, Juan",
29224,S Diego,,,Luanda,Veracruz,184,1613,145,,,,0.21,"Campos, Juan de",
29225,Ángel S Gabriel (a) S Pedro,,,Luanda,Veracruz,217,1613,86,,,,0.6,"Pérez, Simón do Lago",
29226,NS del Puerto Salve,,San Lucar,Luanda,Veracruz,150,1613,90,,,,0.4,"Mendoza, Pero de<br/> Romero Alexandre, Juan",
29228,S Cristóbal (a) NS do Rosario,,,Luanda,Veracruz,240,1614,133,,,,0.45,"Suarez de Ribera, Tomé<br/> Macho, Juan",
29229,S Antônio,,,Luanda,Veracruz,,1616,313,,,,,"Amate, Baltasar",
29230,S Francisco,,San Lucar,Luanda,Veracruz,235,1616,172,,,,0.27,"Gaitán de Prado, Matías<br/> Rodriguez, Alvaro",
29231,NS de Bitancourt,,Cadiz,Sao Tome,Veracruz,120,1616,109,,,,0.09,"Díaz de León, Lope",
29232,Santiago,,Cadiz,Luanda,Veracruz,257,1617,200,,,,0.22,"Martel, Pablo",
29233,NS da Ayuda,,,"West Central Africa and St. Helena, port unspecified",Veracruz,150,1617,120,,,,0.2,"Váez de Acevedo, Sebastián",
29234,Santiago,,,Luanda,Veracruz,156,1617,118,,,,0.26,"Acevedo, Gonzalo de",
29235,NS del Livramiento,,San Lucar,Sao Tome,Veracruz,203,1617,163,,,,0.2,"López, Fernando",
29236,NS del Rosario,,San Lucar,Luanda,Veracruz,170,1617,135,,,,0.23,"Alvarez, Sebastián",
29237,NS de Guía,,Cadiz,Luanda,Veracruz,180,1617,149,,,,0.2,"Pacheco, Antônio",
29238,Tres Reyes Magos (a) S Francisco,,Cadiz,Luanda,"Spanish Circum-Caribbean,unspecified",445,1618,,,,,0.07,"Vega Campos, Juan de<br/> Martinez, Francisco",
29239,NS da Ajuda,,Cadiz,Luanda,Veracruz,186,1618,120,,,,0.35,"Moreira, Juan",
29240,S Juan Bautista,,San Lucar,Luanda,Veracruz,172,1618,114,,,,0.34,"Alvarez, Francisco",
29241,S Buenaventura,,San Lucar,Luanda,Veracruz,166,1618,119,,,,0.28,"Díaz Insula, Andrés",
29242,S Catalina,,San Lucar,Luanda,Veracruz,189,1618,153,,,,0.19,"Castelo Branco, Garcia Méndez de<br/> Camelo, Andrés",
29243,NS de los Remédios,,San Lucar,Luanda,Veracruz,289,1618,258,,,,0.14,"Fernández, Carlos",
29244,S Francisco,,San Lucar,Luanda,Veracruz,150,1619,111,,,,0.26,"Merino de Guzmán, Andrés",
29245,S Jorge,,Cadiz,Luanda,Veracruz,200,1619,123,,,,0.28,"Beneciano, Jorge",
29246,NS del Rosario,,,Luanda,Veracruz,294,1619,194,,,,0.34,"Freire, Francisco",
29247,NS del Amparo,,Cadiz,Luanda,Veracruz,171,1619,150,,,,0.06,"Vega, Ambrosio de",
29248,S Antônio,,San Lucar,Luanda,Veracruz,,1619,280,0.57277,0.21127,0.21596,,"Acosta, Jacome de",
29249,S Antônio,,San Lucar,Luanda,Veracruz,280,1619,200,,,,0.29,"Fernández, Jorge",
29250,S Maria Madalena (a) Concessión,,Lisbon,Luanda,Veracruz,,1619,370,,,,,"Torres, Francisco<br/> Anton, Pero de",
29251,S Juan Bautista,,Lisbon,Luanda,Veracruz,301,1619,217,,,,0.28,"Pinto da Mota, Miguel",
29252,S João Batista,,,Luanda,Veracruz,350,1619,,,,,,"Cunha, Manoel Mendes da",
29253,NS del Amparo,,Seville,Luanda,Veracruz,230,1619,131,,,,0.47,"Loroña y Villalobos, Fernando de",
29254,S Francisco,,Seville,Luanda,Veracruz,290,1619,164,,,,0.43,"Sepúlveda, Benito de",
29255,NS de Guadalupe (a) Buen Jesus y NS Rosario,,San Lucar,Luanda,Veracruz,,1620,323,,,,,"Luís Méndez, Fernán de<br/> Montealegre, Jorge Rodríguez",
29256,SS Sacramento,,,Luanda,Veracruz,,1620,150,,,,,"Pereira Coutiño, Juan",
29257,Ángel S Gabriel,,San Lucar,Luanda,Veracruz,,1620,293,,,,,"Solís, Manoel de",
29258,S Pedro,,San Lucar,Luanda,Veracruz,,1620,199,,,,,"Acosta Lorenzo, Antonio de<br/> Madera, Rodrigo",
29259,Tres Reyes Magos,,,Luanda,Veracruz,,1620,95,,,,,"Pérez, Marcos",
29260,NS del Rosario,,Cadiz,"West Central Africa and St. Helena, port unspecified",Veracruz,,1620,235,,,,,"Carnero, Francisco Rodrigo",
29261,S Francisco,,San Lucar,Luanda,Veracruz,,1620,464,,,,,"Escarate, Pedro Fernandez de",
29262,NS de la Piedad,,San Lucar,Luanda,Veracruz,,1621,199,,,,,"Nuñez de Solís, Juan",
29263,S Juan Bautista y NS de la Esperanza,,,Luanda,Veracruz,,1621,333,,,,,"Acosta, José de",
29264,S Antônio,,Cadiz,Luanda,Veracruz,,1621,207,,,,,"Riberos, Domingo",
29265,Santiago,,,Luanda,Veracruz,,1621,348,,,,,"Moreira, Simón",
29266,S Antônio,,Lisbon,Luanda,Veracruz,,1621,280,,,,,"Luna, Francisco Vieira<br/> Fernández, Vicente",
29267,Santiago,,San Lucar,Luanda,Veracruz,,1621,285,,,,,"Pérez de Olivares, Luis<br/> Palácios, Mateo de",
29268,NS del Rosario,Seville,,Luanda,Cartagena,,1621,127,,,,,"Domingues, Manuel",
29269,NS de la Piedad,,,Luanda,Veracruz,,1621,156,,,,,"Sánchez, Hernán<br/> Nuñez, Juan",
29271,NS de la Piedad,,San Lucar,Luanda,Veracruz,,1621,382,,,,,"Méndez de los Reyes, Manoel",
29272,NS de Guía y S Antônio (a) S Pedro,,San Lucar,Luanda,Veracruz,,1621,302,,,,,"Leiton de Sosa, Jorge",
29273,NS da Ajuda,,San Lucar,Luanda,Veracruz,,1621,235,,,,,"Andrada, Francisco de<br/> Lopez, Juan",
29274,Santiago (a) S Antonio (a) S Francisco,,San Lucar,Luanda,Veracruz,,1621,64,,,,0.7,"Acosta, Francisco de",
29275,NS da Ajuda,,San Lucar,Luanda,Veracruz,,1622,237,,,,,"Madeira, Antônio",
29276,S Francisco,,Cadiz,Luanda,Veracruz,,1622,349,,,,,"Reinel, Luis Enríquez Reinel",
29277,S Ursula,,San Lucar,Luanda,Veracruz,248,1622,,,,,0.04,"Pérez, Jorge",
29278,NS da Candelaria,,San Lucar,Luanda,Veracruz,,1622,304,,,,,"Fernandez Pereyra, Jorge",
29279,S Francisco,,,Luanda,Veracruz,356,1624,166,,,,0.53,"Alvarez Cubiñán, Francisco",
29280,NS de la Concepción,,San Lucar,Luanda,Veracruz,245,1624,114,,,,0.53,"Hernández, Diego",
29281,NS de los Reyes,,San Lucar,Luanda,Veracruz,,1624,175,,,,,"Pacheco, Melchor",
29282,Candelaria,,,Calabar,Veracruz,298,1625,157,,,,0.55,"Noroña de Villalobos, Fernando de",
29283,NS de la Concepción,,,Luanda,Veracruz,,1625,206,,,,,"Rodriguez de Torres, Francisco",
29284,NS del Rosario y de la Palma,,,Luanda,Veracruz,,1625,139,,,,,"Freire, Francisco",
29285,NS del Rosario,,Lisbon,"West Central Africa and St. Helena, port unspecified",Veracruz,,1626,195,,,,,"González, Jerónimo",
29286,NS de la Palma,,,Luanda,Veracruz,,1626,100,,,,,"Freile, Francisco",
29287,NS de la Piedad,,San Lucar,Luanda,Veracruz,,1627,152,,,,,"Vaz de Acevedo, Sebastián (a) Jorge",
29288,NS de la Concepción,,Lisbon,Luanda,Veracruz,,1629,86,,,,,"Gómez Arias, Luis",
29289,NS de la Paz,,,Luanda,Veracruz,,1630,160,,,,,"Nuñez Franco, Juan",
29290,Espírito Santo,,,Luanda,Veracruz,,1631,119,,,,,"Antolín Bertel, Diego",
29291,NS de la Encarnación,,Seville,Luanda,Veracruz,,1631,169,,,,,"Giráldez, Guillermo",
29292,NS del Rosario (a) S Pedro,,Seville,Luanda,Veracruz,,1631,140,,,,,"Burgos, Juan de<br/> Lopez de Salzedo, Inigo",
29293,NS del Rosario,,Seville,Luanda,Veracruz,,1631,150,,,,,"Alberto, Laurencio<br/> Cardoso, Luís",
29295,Ángel de la Guardia,,Lisbon,"West Central Africa and St. Helena, port unspecified",Veracruz,,1633,134,,,,,"Gómez, Lorenzo",
29296,NS del Rosario y S Francisco,,,Luanda,Veracruz,,1634,124,,,,,"Gómez, Miguel",
29297,Buen Jesus y el Espírito Santo,,,Luanda,Cartagena,,1634,161,,,,,"Machado, Francisco<br/> Fernández, Pantaleón",
29298,Quatro Evangelistas,,Lisbon,Luanda,Veracruz,,1634,121,,,,,"Pereira, Marcos",
29299,NS de la Encarnación,,,Luanda,Veracruz,,1634,155,,,,,"Alfonso Nieto, Antonio",
29300,NS da Candelaria,,Seville,Luanda,Veracruz,,1634,130,,,,,"Gómez, Simón",
29301,S Jorge,,Lisbon,Luanda,Veracruz,,1635,301,,,,,"Abreu, Antonio de",
29302,NS de Monserrat y S Antonio,,Seville,Luanda,Veracruz,484,1636,255,0.38824,0.23529,0.37647,0.07,"Andrada, Duarte de<br/> Perera, Benito",
29303,Trinidad y la Concepción,,,"West Central Africa and St. Helena, port unspecified",Veracruz,,1638,134,,,,,"Matos, Fernando Góes de",
29304,NS da Penha da França,,Lisbon,Luanda,Veracruz,,1638,196,,,,,"Castro, Pedro de",
29305,S Francisco,,Lisbon,Luanda,Veracruz,,1638,196,,,,,"Perera, Matías",
29306,NS Consolación y S Antonio,,Lisbon,Luanda,Veracruz,,1638,166,,,,,"Castro, Manoel de",
29307,Jesus Maria y José,,,Luanda,Veracruz,,1639,206,,,,,"Martínez, Manoel",
29308,NS de Nazaré,,Lisbon,Luanda,Veracruz,,1639,143,,,,,"Díaz, Manoel",
29309,S Alberto,,Seville,Luanda,Veracruz,,1639,196,,,,,"Rodríguez, Jorge",
29310,Buen Jesus y NS del Libramiento,,Lisbon,"West Central Africa and St. Helena, port unspecified",Veracruz,,1639,210,,,,,"Faiscas, Manoel Alfonso",
29311,NS del Rosario,,Lisbon,Luanda,Veracruz,,1640,180,,,,,"Acevedo, Antonio (Afonso) de",
29314,NS del Rosario,,,"Africa., port unspecified",Veracruz,139,1609,139,,,,0.0,"Luís Leiva, Antonio",
29315,NS del Buen Viaje,,,Luanda,Veracruz,191,1609,158,,,,0.17,"Méndez, Diego",
29316,NS Candelaria,,Cadiz,Sao Tome,Cartagena,,1622,97,,,,,"Porca, Gonzalo<br/> Marques, Duarte de León<br/> Franco, Geronimo",
