Voyage ID,Vessel name,Voyage ship place where vessel registered ,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Total embarked,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Percent men,Percent women,Percent children,Mortality rate,Captain's name,Resistance label
224,Afra,,"Bahia, port unspecified",Ambriz,"Bahia, port unspecified",186,1822,182,,,,0.02,"Neves, Pascoal de Souza",
225,Amazona,,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",,1822,226,,,,,"Batista, Martinho José",
226,União,,"Bahia, port unspecified",Popo,"Bahia, port unspecified",,1822,297,,,,,"Cruz, Marcelino Álvares da<br/> Martins, Marcelino",
227,Maria da Glória,,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",389,1822,381,,,,0.02,"Fonseca, João José da",
228,Divina Providência,,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",178,1822,173,,,,0.03,"Coelho, João Batista",
229,Constituição,,"Bahia, port unspecified","Bight of Benin, port unspecified","Bahia, port unspecified",264,1822,263,,,,0.0,"Araújo, Joaquim Luís de",
230,Lusitânia,,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",,1822,196,,,,,"Neto, Miguel Antônio",
231,Trident,,"Martinique, port unspecified",Bonny,"Pernambuco, port unspecified",181,1823,126,,,,0.3,"Borbascan, T",
234,Trajano,,Rio de Janeiro,Cabinda,Rio de Janeiro,416,1821,408,,,,0.02,"Carvalho, Francisco Cândido da Silva e",
235,Caçador,,Rio de Janeiro,Luanda,Rio de Janeiro,557,1821,549,,,,0.01,"Vieira, Manoel",
236,Mercúrio,,Rio de Janeiro,Benguela,Rio de Janeiro,425,1821,396,,,,0.07,"Santos, José Joaquim dos",
237,Patrocínio,,Rio de Janeiro,Cabinda,Rio de Janeiro,554,1821,194,,,,0.65,"SIlva, Manoel Francisco da",
238,Tejo,,Rio de Janeiro,Cabinda,Rio de Janeiro,992,1821,632,,,,0.36,"Oliveira, João José de",
239,Quatro de Abril,,Rio de Janeiro,Cabinda,Rio de Janeiro,362,1821,342,,,,0.06,"Silva, Joaquim Rodrigues da",
240,Especulação,,Rio de Janeiro,Cabinda,Rio de Janeiro,522,1821,511,,,,0.02,"Silva, Manoel Pacheco da",
241,Lucônia,,Rio de Janeiro,Mozambique,Rio de Janeiro,346,1821,241,,,,0.3,"Costa, Desidério Manoel da",
242,Duque de Bragança,,Rio de Janeiro,Mozambique,Rio de Janeiro,508,1821,273,,,,0.47,"Gomes, Manoel José",
243,Paquete do Rio,,Rio de Janeiro,Quilimane,Rio de Janeiro,476,1821,311,,,,0.35,"Santos, Casemiro Lúcio dos<br/> Castro, Henrique José de",
244, ,,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,451,1821,385,,,,0.15,,
245,Minerva,,"Bahia, port unspecified",Quilimane,Rio de Janeiro,432,1821,,,,,0.33,"Cardoso, Manoel<br/> Souza, Antônio José de",
246,Júlia,,Rio de Janeiro,Quilimane,Rio de Janeiro,433,1821,291,,,,0.33,"Cunha, Eusébio José da",
247,Feliz Carlota,,Rio de Janeiro,Quilimane,Rio de Janeiro,434,1821,267,,,,0.38,"Oliveira, Ventura José de",
248,Pastora de Lima,,Rio de Janeiro,Quilimane,Rio de Janeiro,337,1821,260,,,,0.23,"Luz, Antônio da",
249,Elisa,,Rio de Janeiro,Luanda,Rio de Janeiro,500,1821,342,,,,0.32,"Silva, Manoel Inácio da",
250,Maria Tomásia,,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,384,1821,367,,,,0.04,"Magalhães, João de Melo",
251,Leopoldina,,Rio de Janeiro,Quilimane,Rio de Janeiro,455,1821,433,,,,0.05,"Silva, João Henriques da",
252,Esperança,,Rio de Janeiro,Quilimane,Rio de Janeiro,581,1821,285,,,,0.34,"Loureiro, Joaquim José da Silva",
253,S Rosa,,Rio de Janeiro,Cabinda,Rio de Janeiro,431,1821,395,,,,0.08,"Faria, Manoel de Jesus<br/> Ferreira, Jesus Ferreira de",
254,S José Diligente Vulcano,,Rio de Janeiro,Cabinda,Rio de Janeiro,312,1821,287,,,,0.08,"Oliveira, José Malaquias de<br/> Mafra, José da Silva",
255,NS da Guia Morgado do Almeo,,"Bahia, port unspecified",Quilimane,Rio de Janeiro,450,1821,430,,,,0.04,"Silva, José Jorge da",
256,Grão Penedo,,Rio de Janeiro,Quilimane,Rio de Janeiro,374,1821,284,,,,0.25,"Oliveira, Sérgio Ferreira de",
257,Conde dos Arcos,,"Bahia, port unspecified",Cabinda,Rio de Janeiro,461,1821,439,,,,0.05,"Mignani, Joaquim Vicente",
258,Reino do Brasil,,Rio de Janeiro,Luanda,Rio de Janeiro,528,1821,378,,,,0.28,"Lopes, Francisco da Silva",
259,S José Diligente Vulcano,,Rio de Janeiro,Luanda,Rio de Janeiro,325,1821,225,,,,0.31,"Santos, José Maria dos<br/> Costa, Manoel Pereira da",
260,NS do Baluarte,,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,375,1821,365,,,,0.03,"Castro, Nicolau Joaquim de",
261,NS da Conceição e Sr dos Passos,,"Bahia, port unspecified",Luanda,Rio de Janeiro,202,1821,113,,,,0.44,"Santos, José Vitorino dos",
262, ,,"Southeast Brazil, port unspecified","Southeast Africa and Indian Ocean islands, port unspecified",Rio de Janeiro,450,1821,429,,,,0.05,,
263,S Antônio Destemido,,Rio de Janeiro,Luanda,Rio de Janeiro,741,1821,680,,,,0.08,"Silva, José Leite da",
265,Emília,,"Bahia, port unspecified",Cameroons River,Rio de Janeiro,415,1821,354,,,,0.15,"Leonardo, Severo",
266,Santana Flor de Luanda,,Rio de Janeiro,Luanda,Rio de Janeiro,566,1821,514,,,,0.09,"Pereira, Silvestre Manoel<br/> Silva, José Joaquim da<br/> Costa, Manoel Ferreira da",
267,Feliz Dias,,Rio de Janeiro,Luanda,Rio de Janeiro,254,1821,227,,,,0.11,"Pereira, Albino Mariano dos Santos",
268,Mariana Dáfne,,Rio de Janeiro,Luanda,Rio de Janeiro,481,1821,460,,,,0.04,"Branco, Antônio Rodrigues",
269,Ligeiro,,Rio de Janeiro,Benguela,Rio de Janeiro,408,1821,339,,,,0.17,"Silva, José Pereira da",
270,Amália,,Rio de Janeiro,Luanda,Rio de Janeiro,759,1821,734,,,,0.03,"Batalha, Luís Antônio",
271,Urânia,,Rio de Janeiro,Luanda,Rio de Janeiro,304,1821,270,,,,0.11,"Coelho, Manoel Gomes",
272,Mercantil,,Rio de Janeiro,Luanda,Rio de Janeiro,743,1821,683,,,,0.08,"Rodrigues, Francisco de Paula",
273,General Rêgo,,Rio de Janeiro,Luanda,Rio de Janeiro,510,1821,452,,,,0.11,"Pena, José Antônio",
274,Bela Americana,,Rio de Janeiro,Luanda,Rio de Janeiro,495,1821,374,,,,0.24,"Fernandes, José Antônio<br/> Chaves, Manoel Joaquim",
275,Indústria,,Lisbon,Benguela,Rio de Janeiro,511,1821,496,,,,0.03,"Lourenço, Valério",
276,Seis de Fevereiro,,Rio de Janeiro,Ambriz,Rio de Janeiro,450,1821,449,,,,0.0,"Cruz, José Joaquim da",
277,Imperador Feliz,,Rio de Janeiro,Luanda,Rio de Janeiro,579,1821,507,,,,0.12,"Pereira, Francisco Manoel",
278,S Pedro do Sul,,Rio de Janeiro,Benguela,Rio de Janeiro,407,1821,390,,,,0.04,"Lima, José Joaquim de",
279,Luís,,Rio de Janeiro,Luanda,Rio de Janeiro,544,1821,500,,,,0.08,"Silva, Caetano Alberto da",
280,Henriqueta,,Rio de Janeiro,Cabinda,Rio de Janeiro,573,1821,561,,,,0.02,"Pientenauzer, Firmo Antônio",
281,Tejo,,Rio de Janeiro,Luanda,Rio de Janeiro,468,1821,388,,,,0.17,"Oliveira, Antônio Xavier de<br/> Sá, José Pereira de",
282,Feliz Americano,,Rio de Janeiro,Quilimane,Rio de Janeiro,,1821,446,,,,,"Henriques, João Militão",
283,Polifemo,,Rio de Janeiro,Mozambique,Rio de Janeiro,394,1821,394,,,,0.0,"Pedrosa, Manoel Carvalho",
284,Caçador,,Rio de Janeiro,Luanda,Rio de Janeiro,609,1821,523,,,,0.14,"Gonçalves, Joaquim José<br/> Oliveira, Francisco Paulo Neves de",
285, ,,"Southeast Brazil, port unspecified","Africa., port unspecified",Rio de Janeiro,595,1821,516,,,,0.13,,
286,Novo Despique,,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,450,1821,322,,,,0.28,"Teixeira, Jacinto Alves",
287,Patrocínio,,Rio de Janeiro,Luanda,Rio de Janeiro,358,1821,310,,,,0.13,"Pederneira, Manoel Pereira",
289,Delfim,,Lisbon,Mozambique,Maranhao,221,1822,137,,,,0.38,"Almeida, Francisco Joaquim de",
290,Triunfo da Inveja,,Lisbon,Luanda,Maranhao,131,1822,38,,,,0.71,"Silva, João Batista da",
291,S José Diligente Vulcano,,Rio de Janeiro,Congo River,Maranhao,418,1822,410,,,,0.02,"Alves, Isidoro",
292,General D Antônio,,Lisbon,Bissau,Maranhao,247,1822,224,,,,0.09,"Coelho, João Antônio",
293,Bom Caminho,,Lisbon,Luanda,Maranhao,484,1822,441,,,,0.09,"Couto, João Batista do<br/> Pinto, José Bernardo",
294,Maria,,,Bissau,Maranhao,,1822,130,,,,,"Chaves, Antônio dos Santos",
295,Maria da Glória,,,Malembo,Maranhao,383,1822,380,,,,0.01,,
296,Lucrécia,,"Bahia, port unspecified",Luanda,Rio de Janeiro,292,1823,279,,,,0.04,"Noronha, Manoel Joaquim de",
297,Santana Flor de Cintra,,"Pernambuco, port unspecified",Mozambique,Rio de Janeiro,492,1823,440,,,,0.11,"Martins, Diogo Cândido",
298,Zéfiro,,Rio de Janeiro,Quilimane,Rio de Janeiro,416,1823,407,,,,0.02,"Monteiro, José Albuquerque Xavier",
299,Desengano Feliz,,Rio de Janeiro,Benguela,Rio de Janeiro,458,1823,444,,,,0.03,"Vieira, Francisco Manoel",
300,Príncipe Regente,,Rio de Janeiro,Mozambique,Rio de Janeiro,733,1823,689,,,,0.06,"Pedrosa, Manoel Carvalho",
301,Trajano,,Rio de Janeiro,Quilimane,Rio de Janeiro,517,1823,493,,,,0.05,"Cunha, Eusébio José da",
302,Bom Jesus Triunfo,,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,526,1823,461,,,,0.12,"Silveira, Manoel José da",
303,Henriqueta,,Rio de Janeiro,Cabinda,Rio de Janeiro,542,1823,532,,,,0.02,"Pientenauzer, Firmo Antônio",
304,Amazona,,Rio de Janeiro,Mozambique,Rio de Janeiro,465,1823,457,,,,0.02,"Ferreira, Antônio José<br/> Branco, Antônio Pires",
305,Mariana,,Rio de Janeiro,Mozambique,Rio de Janeiro,520,1823,441,,,,0.15,"Domingues, Jerônimo",
306,Nove de Janeiro,,Rio de Janeiro,Mozambique,Rio de Janeiro,594,1823,528,,,,0.11,"Almeida, Antônio Pedro de",
307,Leopoldina,,"Southeast Brazil, port unspecified",Quilimane,Rio de Janeiro,481,1823,280,,,,0.42,"Menezes, Antônio Joaquim de",
308,Minerva,,Rio de Janeiro,Quilimane,Rio de Janeiro,440,1823,395,,,,0.1,"Braga, João Ribeiro de Castro",
309,NS da Guia,,Rio de Janeiro,Quilimane,Rio de Janeiro,338,1823,240,,,,0.29,"Silva, José Jorge da",
310,Mercúrio,,Rio de Janeiro,Benguela,Rio de Janeiro,502,1823,490,,,,0.02,"Ferreira, José Nicolau<br/> Paiva, João Martins de",
311,S Antônio Destemido,,Rio de Janeiro,Cabinda,Rio de Janeiro,632,1823,630,,,,0.0,"Silva, José Leite da",
312,S Rosa,,"Southeast Brazil, port unspecified",Cabinda,Rio de Janeiro,331,1823,321,,,,0.03,"Faria, Manoel de Jesus",
313,Amália,,Rio de Janeiro,Luanda,Rio de Janeiro,692,1823,661,,,,0.04,"Batalha, Luís Antônio",
314,Feliz Eugênia,,Rio de Janeiro,Luanda,Rio de Janeiro,632,1823,567,,,,0.1,"Fogaça, Antônio Gomes",
315,Santana Flor de Luanda,,Rio de Janeiro,Mozambique,Rio de Janeiro,519,1823,433,,,,0.17,"Lontra, Rafael Inácio da Fonseca",
316,Novo Despique,,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,440,1823,436,,,,0.01,"Teixeira, Jacinto Alves",
317,Luís,,Rio de Janeiro,Luanda,Rio de Janeiro,501,1823,455,,,,0.09,"Campos, Veríssimo de",
318,D Ana,,Rio de Janeiro,Luanda,Rio de Janeiro,337,1823,315,,,,0.07,"Jordão, Manoel da Mota",
319,S Joaquim Guerreiro,,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,,1823,161,,,,,,
320,Grão Penedo,,Rio de Janeiro,Cabinda,Rio de Janeiro,523,1823,260,,,,0.5,"Santos, José Pedro dos",
321,Mercantil,,Rio de Janeiro,Luanda,Rio de Janeiro,625,1823,625,,,,0.0,"Rodrigues, Francisco de Paula",
322,Trajano,,Rio de Janeiro,Benguela,Rio de Janeiro,,1823,460,,,,,"Melo, Francisco José de",
323,Paquete do Rio,,Rio de Janeiro,Ambriz,Rio de Janeiro,490,1823,487,,,,0.01,"Blanchart, Manoel Pereira de Souza",
324,Bela Americana,,Rio de Janeiro,Ambriz,Rio de Janeiro,421,1823,394,,,,0.06,"Silva, José da<br/> Oliveira, Francisco de Paula Neves de",
325,Bom Jesus Triunfo,,Rio de Janeiro,Luanda,Rio de Janeiro,573,1823,497,,,,0.13,"Marques, José Gregório Maria",
326,Polifemo,,Rio de Janeiro,Cameroons River,Rio de Janeiro,,1823,,,,,,"Lopes, João Crisóstomo Rodrigues",
327,Príncipe Real,,Rio de Janeiro,Luanda,Rio de Janeiro,559,1823,547,,,,0.02,"Melo, Bento Joaquim de<br/> Oliveira, Francisco José de",
328,Imperador do Brasil,,Rio de Janeiro,Luanda,Rio de Janeiro,458,1823,446,,,,0.03,"Silva, Joaquim Pereira da",
329,Desengano Feliz,,Rio de Janeiro,Benguela,Rio de Janeiro,526,1823,510,,,,0.03,"Vieira, Francisco Manoel",
330,D Ana,,Rio de Janeiro,Luanda,Rio de Janeiro,335,1823,314,,,,0.06,"Jordão, Manoel da Mota",
331,Africano Constitucional,,Rio de Janeiro,Quilimane,Rio de Janeiro,758,1823,744,,,,0.02,"Henriques, João Militão",
332,Príncipe Regente,,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,735,1823,607,,,,0.17,"Pereira, Francisco Manoel",
333,Triunfo do Brasil,,Rio de Janeiro,Ambriz,Rio de Janeiro,600,1823,590,,,,0.02,"Carvalho, João Rodrigues",
334,Urânia,,Rio de Janeiro,Luanda,Rio de Janeiro,302,1823,290,,,,0.04,"Gomes, Manoel de Souza",
335,Marquês de Pombal,,Rio de Janeiro,Benguela,Rio de Janeiro,454,1823,434,,,,0.04,"Félix, Inácio José<br/> Melo, Joaquim Gomes de",
336,NS da Conceição e Sr dos Passos,,Rio de Janeiro,Luanda,Rio de Janeiro,450,1823,424,,,,0.06,"Santos, José Vitorino dos",
369,Tâmega,,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",613,1823,597,,,,0.03,"Vilasboas, José da Silva",
370,Zéfiro,,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",,1823,286,,,,,"Silva, Manoel João Neves da",
371,Belisário,,"Bahia, port unspecified",Mozambique,"Bahia, port unspecified",,1823,300,,,,,"Vitório, Augusto José",
372,Vencedor,,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",265,1823,264,,,,0.0,"Ferreira, José dos Santos",
373,Primeira Estrela,,Rio de Janeiro,Cabinda,"Bahia, port unspecified",,1823,154,,,,,"Rodrigues, Cosme José",
374,Zéfiro,,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",,1823,299,,,,,"Silva, João Neri da",
375,Maria da Glória,,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",,1823,378,,,,,"Fonseca, João José da",
376,Vencedor,,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",,1823,394,,,,,"Ferreira, José dos Santos",
377,Liberal,,Rio de Janeiro,Luanda,Maranhao,291,1823,281,,,,0.03,"Machado, Manoel de Souza",
378,S José Diligente Vulcano,,Rio de Janeiro,Luanda,Maranhao,349,1823,297,,,,0.15,"Costa, Silvestre Manoel Pereira da",
379,Liberal,,,Cape Verde Islands,Maranhao,,1823,118,,,,,,
380,Triunfo da Inveja,,Maranhao,Malembo,Maranhao,,1823,302,,,,,"Batista, Manoel João",
381,Maria,,,Bissau,Maranhao,,1823,212,,,,,"Pusiah, Jerônimo Antônio",
382,Tejo,,Rio de Janeiro,Benguela,Rio de Janeiro,346,1824,339,,,,0.02,"Conceição, José Maria da",
383,Vigilante,,Rio de Janeiro,Mozambique,Rio de Janeiro,596,1824,474,,,,0.2,"Carvalho, Francisco Cândido da Silva e",
384,Santana Flor de Luanda,,Rio de Janeiro,Cabinda,Rio de Janeiro,566,1824,553,,,,0.02,"Braga, Antônio Manoel de Azevedo",
385,Minerva,,Rio de Janeiro,Quilimane,Rio de Janeiro,517,1824,378,,,,0.27,"Braga, João Ribeiro de Castro",
386,Nove de Janeiro,,Rio de Janeiro,Mozambique,Rio de Janeiro,596,1824,487,,,,0.18,"Lontra, Rafael Inácio da Fonseca",
387,S Rosa,,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,,1824,393,,,,,"Faria, Manoel de Jesus",
388,Indústria,,Lisbon,Luanda,Rio de Janeiro,625,1824,594,,,,0.05,"Seixas, Valeriano José de",
389,Pastora de Lima,,Rio de Janeiro,Benguela,Rio de Janeiro,467,1824,435,,,,0.07,"Oliveira, José Malaquias de",
390,Bela Emiliana,,Rio de Janeiro,Benguela,Rio de Janeiro,202,1824,199,,,,0.01,"Flores, Manoel Lopes<br/> Rodrigues, Manoel Machado",
391,Império do Brasil,,Rio de Janeiro,Quilimane,Rio de Janeiro,404,1824,337,,,,0.17,"Menezes, Antônio Joaquim de",
392,General Rêgo,,Lisbon,Luanda,Rio de Janeiro,600,1824,551,,,,0.08,"Alcântara, Marcelino José de",
393,Conde dos Arcos,,Rio de Janeiro,Quilimane,Rio de Janeiro,446,1824,338,,,,0.24,"Matos, João Vieira Barão de",
394,Zéfiro,,Rio de Janeiro,Quilimane,Rio de Janeiro,518,1824,477,,,,0.08,"Souza, Antônio Ferreira de",
395,Trajano,,Rio de Janeiro,Quilimane,Rio de Janeiro,536,1824,413,,,,0.23,"Silva, Manoel Francisco da",
396,S Antônio Destemido,,Rio de Janeiro,Cabinda,Rio de Janeiro,697,1824,663,,,,0.05,"Silva, José Leite da",
397,Adamastor,,Rio de Janeiro,Quilimane,Rio de Janeiro,448,1824,262,,,,0.42,"Lopes, Francisco da Silva",
398,Esperança,,Rio de Janeiro,Benguela,Rio de Janeiro,455,1824,407,,,,0.11,"Loureiro, Joaquim José da Silva",
399,Vinte e Seis de Fevereiro,,Rio de Janeiro,Mozambique,Rio de Janeiro,612,1824,545,,,,0.11,"Branco, Paulo José",
400,Amizade dos Santos,,Rio de Janeiro,Luanda,Rio de Janeiro,282,1824,214,,,,0.24,"Bastos, João Lopes de",
401,Boa União,,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,396,1824,356,,,,0.1,"Cunha, Ricardo Xavier da",
402,Visconde de S Lourenço,,Rio de Janeiro,Quilimane,Rio de Janeiro,403,1824,356,,,,0.12,"Cunha, Eusébio José da",
403,Quatro de Abril,,Rio de Janeiro,Mozambique,Rio de Janeiro,627,1824,488,,,,0.22,"Luz, José Joaquim da",
404,NS da Guia,,Rio de Janeiro,Quilimane,Rio de Janeiro,496,1824,195,,,,0.61,"Silva, Joaquim Arsênio da",
405,Polifemo,,Rio de Janeiro,Luanda,Rio de Janeiro,543,1824,534,,,,0.02,"Pedrosa, Manoel Carvalho",
406,Henriqueta,,Rio de Janeiro,Ambriz,Rio de Janeiro,539,1824,478,,,,0.11,"Noronha, Manoel Joaquim de",
407,Lucrécia,,Rio de Janeiro,Ambriz,Rio de Janeiro,300,1824,267,,,,0.11,"Cardoso, Estevão José",
408,Novo Despique,,Rio de Janeiro,Cabinda,Rio de Janeiro,,1824,608,,,,,"Guimarães, Antônio José",
409,Lisboa,,Rio de Janeiro,Cabinda,Rio de Janeiro,441,1824,433,,,,0.02,"Medeiros, Francisco Antônio de",
410,S José Diligente,,Rio de Janeiro,Cabinda,Rio de Janeiro,556,1824,554,,,,0.0,"Branco, Antônio Rodrigues",
411,Ninfa do Brasil,,Rio de Janeiro,Luanda,Rio de Janeiro,475,1824,404,,,,0.15,"Pereira, Joaquim José",
412,Reunião,,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,198,1824,192,,,,0.03,"Luz, Manoel Joaquim da",
413,Mercúrio,,Rio de Janeiro,Benguela,Rio de Janeiro,423,1824,386,,,,0.09,"Paiva, João Martins de",
414,Mercantil,,Rio de Janeiro,Luanda,Rio de Janeiro,430,1824,337,,,,0.22,"Lopes, João Crisóstomo Rodrigues",
415,Regeneradora,,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,,1824,240,,,,,"Fortes, Bento José Francisco",
416,Trajano,,Rio de Janeiro,Benguela,Rio de Janeiro,535,1824,495,,,,0.07,"Melo, Francisco José de",
417,Bom Jesus Triunfo,,Rio de Janeiro,Luanda,Rio de Janeiro,565,1824,521,,,,0.08,"Marques, Gregório Maria",
418,Amália,,Rio de Janeiro,Luanda,Rio de Janeiro,760,1824,737,,,,0.03,"Pinto, Manoel José Gonçalves da Costa",
419,D Ana,,Rio de Janeiro,Luanda,Rio de Janeiro,337,1824,283,,,,0.16,"Lessa, José dos Santos",
420,Tejo,,Rio de Janeiro,Cabinda,Rio de Janeiro,558,1824,556,,,,0.0,"Rodrigues, Francisco de Paula",
421,Bela Americana,,Rio de Janeiro,Ambriz,Rio de Janeiro,425,1824,417,,,,0.02,"Fontes, José Maria Pereira",
422,Caçador,,Rio de Janeiro,Ambriz,Rio de Janeiro,562,1824,554,,,,0.01,"Batalha, Luís Antônio",
423,Cometa,,Rio de Janeiro,Cabinda,Rio de Janeiro,668,1824,666,,,,0.0,"Moraes, José de",
424,Abismo,,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,340,1824,325,,,,0.04,"Carneiro, João Francisco",
425,S Rosa,,Rio de Janeiro,Ambriz,Rio de Janeiro,,1824,407,,,,,"Silveira, João Antônio da",
426,Santana Flor de Luanda,,Rio de Janeiro,Ambriz,Rio de Janeiro,441,1824,435,,,,0.01,"Braga, Antônio Manoel de Azevedo",
427,Príncipe Real,,Rio de Janeiro,Luanda,Rio de Janeiro,490,1824,476,,,,0.03,"Oliveira, José Fernandes de",
428,Maria,,Rio de Janeiro,Luanda,Rio de Janeiro,448,1824,420,,,,0.06,"Moreira, Dionísio José",
429,Amazona,,Rio de Janeiro,Ambriz,Rio de Janeiro,489,1824,487,,,,0.0,"Santos, José Rodrigues dos",
430,Flora,,"Bahia, port unspecified",Benguela,Rio de Janeiro,272,1824,267,,,,0.02,"Santos, José Antônio dos",
431,NS da Conceição e Sr dos Passos,,Rio de Janeiro,Luanda,Rio de Janeiro,407,1824,390,,,,0.04,"Santos, José Vitorino dos",
432,Regeneradora,,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,274,1824,270,,,,0.01,"Fortes, Bento José Francisco<br/> Santos, Graciano dos",
433,Grão Penedo,,Rio de Janeiro,Cabinda,Rio de Janeiro,480,1824,456,,,,0.05,"Oliveira, Sérgio Ferreira de",
434,Desengano Feliz,,Rio de Janeiro,Benguela,Rio de Janeiro,574,1824,548,,,,0.05,"Vieira, Francisco Manoel<br/> Pinto, José",
435,Desunião,,Rio de Janeiro,Luanda,Rio de Janeiro,,1824,250,,,,,"Lemos, Domingos da Fonseca",
436,Marquês de Pombal,,Rio de Janeiro,Ambriz,Rio de Janeiro,459,1824,458,,,,0.0,"Blanchart, Manoel Pereira de Souza",
437,Príncipe Regente,,Rio de Janeiro,Mozambique,Rio de Janeiro,742,1824,708,,,,0.05,"Bondoso, Antônio José",
438,Ligeiro,,"Southeast Brazil, port unspecified",Ambriz,Rio de Janeiro,409,1824,398,,,,0.03,"Neves, Maximiliano José das",
439,Imperador do Brasil,,Rio de Janeiro,Benguela,Rio de Janeiro,502,1824,480,,,,0.04,"Munhoz, Simão da Rocha<br/> Ferreira, Luís da Costa",
440,Galiana,,Rio de Janeiro,Cabinda,Rio de Janeiro,320,1824,316,,,,0.01,"Abreu, Joaquim José Pereira de",
441,S Antônio Destemido,,Rio de Janeiro,Cabinda,Rio de Janeiro,667,1824,656,,,,0.02,"Silva, José Leite da",
442,Amizade dos Santos,,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,,1824,321,,,,,"Bastos, José Lopes de",
476,União,,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",196,1824,194,,,,0.01,"Silveira, André Pinto da",
477,Carlota,,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",,1824,341,,,,,"Barros, José Ferreira de",
478,S João Batista,,"Bahia, port unspecified",Penido,"Bahia, port unspecified",,1824,12,,,,,,
479,Primeira Estrela,,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",,1824,223,,,,,"Rodrigues, Cosme José<br/> Almeida, José G.",
